timestamp,ambient_temp,production_schedule,machine_1_power,machine_2_power,hvac_power,total_power
2024-01-06 05:00:00,24.28,0.0,0.0,0.0,7.43,9.43
2024-01-06 06:00:00,23.8,0.0,0.0,0.0,7.15,9.15
2024-01-06 07:00:00,25.1,0.0,0.0,0.0,7.52,9.52
2024-01-06 08:00:00,24.5,0.0,0.0,0.0,7.11,9.11
2024-01-06 09:00:00,24.65,0.0,0.0,0.0,7.81,9.81
2024-01-06 10:00:00,23.96,0.0,0.0,0.0,6.87,8.87
2024-01-06 11:00:00,24.21,0.0,0.0,0.0,7.05,9.05
2024-01-06 12:00:00,25.03,0.0,0.0,0.0,7.88,9.88
2024-01-06 13:00:00,24.92,0.0,0.0,0.0,7.57,9.57
2024-01-06 14:00:00,22.96,0.0,0.0,0.0,6.81,8.81
2024-01-06 15:00:00,23.69,0.0,0.0,0.0,6.98,8.98
2024-01-06 16:00:00,24.61,0.0,0.0,0.0,6.85,8.85
2024-01-06 17:00:00,24.16,0.0,0.0,0.0,7.06,9.06
2024-01-06 18:00:00,23.94,0.0,0.0,0.0,7.17,9.17
2024-01-06 19:00:00,23.42,0.0,0.0,0.0,6.83,8.83
2024-01-06 20:00:00,23.51,0.0,0.0,0.0,6.75,8.75
2024-01-06 21:00:00,23.3,0.0,0.0,0.0,6.24,8.24
2024-01-06 22:00:00,23.53,0.0,0.0,0.0,6.68,8.68
2024-01-06 23:00:00,23.12,0.0,0.0,0.0,6.19,8.19
2024-01-07 00:00:00,23.2,0.0,0.0,0.0,6.77,8.77
2024-01-07 01:00:00,23.3,0.0,0.0,0.0,6.53,8.53
2024-01-07 02:00:00,23.2,0.0,0.0,0.0,6.74,8.74
2024-01-07 03:00:00,23.06,0.0,0.0,0.0,6.1,8.1
2024-01-07 04:00:00,23.24,0.0,0.0,0.0,6.26,8.26
2024-01-07 05:00:00,22.56,0.0,0.0,0.0,6.41,8.41
2024-01-07 06:00:00,24.16,0.0,0.0,0.0,7.69,9.69
2024-01-07 07:00:00,23.28,0.0,0.0,0.0,6.92,8.92
2024-01-07 08:00:00,24.23,0.0,0.0,0.0,6.79,8.79
2024-01-07 09:00:00,22.23,0.0,0.0,0.0,6.17,8.17
2024-01-07 10:00:00,22.57,0.0,0.0,0.0,6.1,8.1
2024-01-07 11:00:00,22.13,0.0,0.0,0.0,5.57,7.57
2024-01-07 12:00:00,21.69,0.0,0.0,0.0,0.0,2.0
2024-01-07 13:00:00,22.02,0.0,0.0,0.0,6.49,8.49
2024-01-07 14:00:00,22.33,0.0,0.0,0.0,6.38,8.38
2024-01-07 15:00:00,21.92,0.0,0.0,0.0,0.0,2.0
2024-01-07 16:00:00,21.87,0.0,0.0,0.0,0.0,2.0
2024-01-07 17:00:00,21.59,0.0,0.0,0.0,0.0,2.0
2024-01-07 18:00:00,21.83,0.0,0.0,0.0,0.0,2.0
2024-01-07 19:00:00,22.06,0.0,0.0,0.0,6.18,8.18
2024-01-07 20:00:00,21.39,0.0,0.0,0.0,0.0,2.0
2024-01-07 21:00:00,22.4,0.0,0.0,0.0,6.54,8.54
2024-01-07 22:00:00,21.62,0.0,0.0,0.0,0.0,2.0
2024-01-07 23:00:00,20.57,0.0,0.0,0.0,0.0,2.0
2024-01-08 00:00:00,21.33,0.0,0.0,0.0,0.0,2.0
2024-01-08 01:00:00,21.57,0.0,0.0,0.0,0.0,2.0
2024-01-08 02:00:00,22.04,0.0,0.0,0.0,6.15,8.15
2024-01-08 03:00:00,21.34,0.0,0.0,0.0,0.0,2.0
2024-01-08 04:00:00,21.34,0.0,0.0,0.0,0.0,2.0
2024-01-08 05:00:00,21.17,0.0,0.0,0.0,0.0,2.0
2024-01-08 06:00:00,20.42,0.0,0.0,0.0,0.0,2.0
2024-01-08 07:00:00,20.99,0.0,0.0,0.0,0.0,2.0
2024-01-08 08:00:00,21.08,1.0,9.81,8.01,0.0,19.81
2024-01-08 09:00:00,21.01,1.0,10.2,8.34,0.0,20.54
2024-01-08 10:00:00,20.16,1.0,10.06,8.32,0.0,20.39
2024-01-08 11:00:00,20.1,1.0,10.42,7.93,0.0,20.34
2024-01-08 12:00:00,20.21,1.0,9.63,8.09,0.0,19.72
2024-01-08 13:00:00,21.32,1.0,9.7,8.14,0.0,19.85
2024-01-08 14:00:00,20.78,1.0,9.26,8.11,0.0,19.36
2024-01-08 15:00:00,20.29,1.0,10.38,7.95,0.0,20.33
2024-01-08 16:00:00,20.16,0.0,0.0,0.0,0.0,2.0
2024-01-08 17:00:00,20.21,0.0,0.0,0.0,0.0,2.0
2024-01-08 18:00:00,20.46,0.0,0.0,0.0,0.0,2.0
2024-01-08 19:00:00,19.39,0.0,0.0,0.0,0.0,2.0
2024-01-08 20:00:00,20.55,0.0,0.0,0.0,0.0,2.0
2024-01-08 21:00:00,19.3,0.0,0.0,0.0,0.0,2.0
2024-01-08 22:00:00,20.34,0.0,0.0,0.0,0.0,2.0
2024-01-08 23:00:00,19.38,0.0,0.0,0.0,0.0,2.0
2024-01-09 00:00:00,19.69,0.0,0.0,0.0,0.0,2.0
2024-01-09 01:00:00,18.7,0.0,0.0,0.0,0.0,2.0
2024-01-09 02:00:00,20.36,0.0,0.0,0.0,0.0,2.0
2024-01-09 03:00:00,18.93,0.0,0.0,0.0,0.0,2.0
2024-01-09 04:00:00,18.97,0.0,0.0,0.0,0.0,2.0
2024-01-09 05:00:00,18.95,0.0,0.0,0.0,0.0,2.0
2024-01-09 06:00:00,19.1,0.0,0.0,0.0,0.0,2.0
2024-01-09 07:00:00,19.12,0.0,0.0,0.0,0.0,2.0
2024-01-09 08:00:00,19.29,1.0,10.39,7.69,0.0,20.09
2024-01-09 09:00:00,18.88,1.0,10.63,7.85,0.0,20.48
2024-01-09 10:00:00,18.55,1.0,9.65,8.3,0.0,19.95
2024-01-09 11:00:00,18.53,1.0,9.15,8.42,0.0,19.56
2024-01-09 12:00:00,18.46,1.0,9.88,8.34,0.0,20.22
2024-01-09 13:00:00,18.8,1.0,10.44,8.25,0.0,20.69
2024-01-09 14:00:00,18.33,1.0,9.87,8.09,0.0,19.96
2024-01-09 15:00:00,18.57,1.0,10.26,7.47,0.0,19.73
2024-01-09 16:00:00,18.04,0.0,0.0,0.0,0.0,2.0
2024-01-09 17:00:00,18.06,0.0,0.0,0.0,0.0,2.0
2024-01-09 18:00:00,18.75,0.0,0.0,0.0,0.0,2.0
2024-01-09 19:00:00,18.34,0.0,0.0,0.0,0.0,2.0
2024-01-09 20:00:00,18.24,0.0,0.0,0.0,0.0,2.0
2024-01-09 21:00:00,18.25,0.0,0.0,0.0,0.0,2.0
2024-01-09 22:00:00,18.24,0.0,0.0,0.0,0.0,2.0
2024-01-09 23:00:00,16.78,0.0,0.0,0.0,6.92,8.92
2024-01-10 00:00:00,17.64,0.0,0.0,0.0,5.79,7.79
2024-01-10 01:00:00,17.28,0.0,0.0,0.0,6.35,8.35
2024-01-10 02:00:00,18.73,0.0,0.0,0.0,0.0,2.0
2024-01-10 03:00:00,17.48,0.0,0.0,0.0,6.24,8.24
2024-01-10 04:00:00,17.86,0.0,0.0,0.0,6.37,8.37
2024-01-10 05:00:00,17.81,0.0,0.0,0.0,6.11,8.11
2024-01-10 06:00:00,17.15,0.0,0.0,0.0,5.42,7.42
2024-01-10 07:00:00,17.47,0.0,0.0,0.0,6.83,8.83
2024-01-10 08:00:00,17.73,1.0,9.3,8.33,5.97,25.59
2024-01-10 09:00:00,17.5,1.0,10.67,8.25,6.35,27.27
2024-01-10 10:00:00,16.84,1.0,10.33,8.14,6.39,26.85
2024-01-10 11:00:00,16.82,1.0,10.24,8.3,6.71,27.26
2024-01-10 12:00:00,17.46,1.0,8.79,7.97,6.6,25.35
2024-01-10 13:00:00,17.5,1.0,9.77,7.43,6.04,25.24
2024-01-10 14:00:00,17.03,1.0,11.18,8.27,6.16,27.61
2024-01-10 15:00:00,17.52,1.0,9.46,7.99,6.16,25.6
2024-01-10 16:00:00,16.67,0.0,0.0,0.0,6.19,8.19
2024-01-10 17:00:00,16.8,0.0,0.0,0.0,7.47,9.47
2024-01-10 18:00:00,15.81,0.0,0.0,0.0,7.35,9.35
2024-01-10 19:00:00,16.64,0.0,0.0,0.0,6.39,8.39
2024-01-10 20:00:00,16.28,0.0,0.0,0.0,6.14,8.14
2024-01-10 21:00:00,16.88,0.0,0.0,0.0,6.48,8.48
2024-01-10 22:00:00,17.4,0.0,0.0,0.0,6.3,8.3
2024-01-10 23:00:00,15.32,0.0,0.0,0.0,7.32,9.32
2024-01-11 00:00:00,16.19,0.0,0.0,0.0,7.1,9.1
2024-01-11 01:00:00,16.15,0.0,0.0,0.0,6.91,8.91
2024-01-11 02:00:00,16.05,0.0,0.0,0.0,7.19,9.19
2024-01-11 03:00:00,16.82,0.0,0.0,0.0,6.71,8.71
2024-01-11 04:00:00,16.24,0.0,0.0,0.0,6.38,8.38
2024-01-11 05:00:00,15.96,0.0,0.0,0.0,6.82,8.82
2024-01-11 06:00:00,15.54,0.0,0.0,0.0,7.73,9.73
2024-01-11 07:00:00,15.19,0.0,0.0,0.0,7.37,9.37
2024-01-11 08:00:00,16.24,1.0,10.0,8.45,6.64,27.1
2024-01-11 09:00:00,15.65,1.0,8.92,7.6,7.1,25.62
2024-01-11 10:00:00,16.2,1.0,10.16,7.58,6.97,26.71
2024-01-11 11:00:00,15.93,1.0,10.12,8.25,6.88,27.25
2024-01-11 12:00:00,15.94,1.0,9.82,7.65,7.15,26.62
2024-01-11 13:00:00,16.25,1.0,10.23,7.68,7.13,27.04
2024-01-11 14:00:00,15.85,1.0,10.36,7.72,7.06,27.13
2024-01-11 15:00:00,15.55,1.0,10.56,8.36,7.15,28.07
2024-01-11 16:00:00,15.95,0.0,0.0,0.0,6.82,8.82
2024-01-11 17:00:00,16.04,0.0,0.0,0.0,7.27,9.27
2024-01-11 18:00:00,15.96,0.0,0.0,0.0,6.95,8.95
2024-01-11 19:00:00,15.69,0.0,0.0,0.0,7.29,9.29
2024-01-11 20:00:00,15.65,0.0,0.0,0.0,7.41,9.41
2024-01-11 21:00:00,14.79,0.0,0.0,0.0,7.25,9.25
2024-01-11 22:00:00,15.6,0.0,0.0,0.0,7.14,9.14
2024-01-11 23:00:00,16.05,0.0,0.0,0.0,6.78,8.78
2024-01-12 00:00:00,16.62,0.0,0.0,0.0,6.87,8.87
2024-01-12 01:00:00,16.21,0.0,0.0,0.0,7.27,9.27
2024-01-12 02:00:00,15.89,0.0,0.0,0.0,7.04,9.04
2024-01-12 03:00:00,15.62,0.0,0.0,0.0,7.27,9.27
2024-01-12 04:00:00,15.16,0.0,0.0,0.0,7.87,9.87
2024-01-12 05:00:00,15.99,0.0,0.0,0.0,6.96,8.96
2024-01-12 06:00:00,15.55,0.0,0.0,0.0,7.75,9.75
2024-01-12 07:00:00,16.09,0.0,0.0,0.0,7.51,9.51
2024-01-12 08:00:00,16.88,1.0,10.36,7.88,6.56,26.8
2024-01-12 09:00:00,15.83,1.0,10.01,8.16,6.74,26.91
2024-01-12 10:00:00,15.65,1.0,9.06,8.44,7.34,26.84
2024-01-12 11:00:00,15.75,1.0,10.89,8.72,7.18,28.79
2024-01-12 12:00:00,15.77,1.0,10.04,7.36,6.62,26.02
2024-01-12 13:00:00,15.67,1.0,10.86,8.02,7.15,28.02
2024-01-12 14:00:00,16.7,1.0,10.1,8.0,6.6,26.69
2024-01-12 15:00:00,15.04,1.0,9.72,8.43,7.66,27.82
2024-01-12 16:00:00,15.81,0.0,0.0,0.0,7.03,9.03
2024-01-12 17:00:00,16.31,0.0,0.0,0.0,7.08,9.08
2024-01-12 18:00:00,15.15,0.0,0.0,0.0,7.19,9.19
2024-01-12 19:00:00,15.97,0.0,0.0,0.0,6.57,8.57
2024-01-12 20:00:00,15.56,0.0,0.0,0.0,6.88,8.88
2024-01-12 21:00:00,15.56,0.0,0.0,0.0,7.2,9.2
2024-01-12 22:00:00,16.55,0.0,0.0,0.0,6.91,8.91
2024-01-12 23:00:00,16.38,0.0,0.0,0.0,7.21,9.21
2024-01-13 00:00:00,15.86,0.0,0.0,0.0,7.05,9.05
2024-01-13 01:00:00,15.88,0.0,0.0,0.0,7.18,9.18
2024-01-13 02:00:00,16.12,0.0,0.0,0.0,6.42,8.42
2024-01-13 03:00:00,16.15,0.0,0.0,0.0,6.99,8.99
2024-01-13 04:00:00,15.87,0.0,0.0,0.0,7.02,9.02
2024-01-13 05:00:00,16.84,0.0,0.0,0.0,6.33,8.33
2024-01-13 06:00:00,15.65,0.0,0.0,0.0,7.35,9.35
2024-01-13 07:00:00,16.11,0.0,0.0,0.0,7.02,9.02
2024-01-13 08:00:00,16.31,0.0,0.0,0.0,7.38,9.38
2024-01-13 09:00:00,16.6,0.0,0.0,0.0,7.19,9.19
2024-01-13 10:00:00,16.0,0.0,0.0,0.0,6.95,8.95
2024-01-13 11:00:00,15.73,0.0,0.0,0.0,7.23,9.23
2024-01-13 12:00:00,16.12,0.0,0.0,0.0,7.44,9.44
2024-01-13 13:00:00,16.51,0.0,0.0,0.0,6.94,8.94
2024-01-13 14:00:00,16.11,0.0,0.0,0.0,6.55,8.55
2024-01-13 15:00:00,15.96,0.0,0.0,0.0,6.81,8.81
2024-01-13 16:00:00,16.65,0.0,0.0,0.0,6.42,8.42
2024-01-13 17:00:00,16.77,0.0,0.0,0.0,6.83,8.83
2024-01-13 18:00:00,16.42,0.0,0.0,0.0,6.7,8.7
2024-01-13 19:00:00,16.43,0.0,0.0,0.0,6.87,8.87
2024-01-13 20:00:00,16.47,0.0,0.0,0.0,6.75,8.75
2024-01-13 21:00:00,17.03,0.0,0.0,0.0,5.79,7.79
2024-01-13 22:00:00,16.4,0.0,0.0,0.0,7.01,9.01
2024-01-13 23:00:00,16.88,0.0,0.0,0.0,6.68,8.68
2024-01-14 00:00:00,16.74,0.0,0.0,0.0,6.47,8.47
2024-01-14 01:00:00,17.03,0.0,0.0,0.0,6.0,8.0
2024-01-14 02:00:00,15.87,0.0,0.0,0.0,7.44,9.44
2024-01-14 03:00:00,16.61,0.0,0.0,0.0,6.82,8.82
2024-01-14 04:00:00,16.97,0.0,0.0,0.0,6.71,8.71
2024-01-14 05:00:00,17.01,0.0,0.0,0.0,5.94,7.94
2024-01-14 06:00:00,16.3,0.0,0.0,0.0,7.37,9.37
2024-01-14 07:00:00,17.32,0.0,0.0,0.0,6.47,8.47
2024-01-14 08:00:00,17.32,0.0,0.0,0.0,6.61,8.61
2024-01-14 09:00:00,18.32,0.0,0.0,0.0,0.0,2.0
2024-01-14 10:00:00,17.38,0.0,0.0,0.0,6.52,8.52
2024-01-14 11:00:00,17.15,0.0,0.0,0.0,6.29,8.29
2024-01-14 12:00:00,17.77,0.0,0.0,0.0,5.81,7.81
2024-01-14 13:00:00,18.03,0.0,0.0,0.0,0.0,2.0
2024-01-14 14:00:00,17.18,0.0,0.0,0.0,6.2,8.2
2024-01-14 15:00:00,17.32,0.0,0.0,0.0,6.74,8.74
2024-01-14 16:00:00,17.73,0.0,0.0,0.0,6.28,8.28
2024-01-14 17:00:00,17.65,0.0,0.0,0.0,6.28,8.28
2024-01-14 18:00:00,17.23,0.0,0.0,0.0,6.81,8.81
2024-01-14 19:00:00,17.85,0.0,0.0,0.0,5.99,7.99
2024-01-14 20:00:00,18.17,0.0,0.0,0.0,0.0,2.0
2024-01-14 21:00:00,18.61,0.0,0.0,0.0,0.0,2.0
2024-01-14 22:00:00,17.22,0.0,0.0,0.0,5.76,7.76
2024-01-14 23:00:00,16.91,0.0,0.0,0.0,6.8,8.8
2024-01-15 00:00:00,18.23,0.0,0.0,0.0,0.0,2.0
2024-01-15 01:00:00,17.46,0.0,0.0,0.0,6.44,8.44
2024-01-15 02:00:00,18.26,0.0,0.0,0.0,0.0,2.0
2024-01-15 03:00:00,19.47,0.0,0.0,0.0,0.0,2.0
2024-01-15 04:00:00,18.74,0.0,0.0,0.0,0.0,2.0
2024-01-15 05:00:00,18.17,0.0,0.0,0.0,0.0,2.0
2024-01-15 06:00:00,19.01,0.0,0.0,0.0,0.0,2.0
2024-01-15 07:00:00,18.94,0.0,0.0,0.0,0.0,2.0
2024-01-15 08:00:00,19.45,1.0,9.59,7.74,0.0,19.33
2024-01-15 09:00:00,18.74,1.0,9.84,6.89,0.0,18.73
2024-01-15 10:00:00,19.12,1.0,9.7,8.09,0.0,19.8
2024-01-15 11:00:00,19.16,1.0,10.03,7.71,0.0,19.74
2024-01-15 12:00:00,19.15,1.0,9.35,7.47,0.0,18.81
2024-01-15 13:00:00,19.24,1.0,9.42,8.28,0.0,19.69
2024-01-15 14:00:00,19.45,1.0,9.7,8.23,0.0,19.93
2024-01-15 15:00:00,20.67,1.0,10.01,7.86,0.0,19.87
2024-01-15 16:00:00,19.81,0.0,0.0,0.0,0.0,2.0
2024-01-15 17:00:00,19.51,0.0,0.0,0.0,0.0,2.0
2024-01-15 18:00:00,20.26,0.0,0.0,0.0,0.0,2.0
2024-01-15 19:00:00,20.11,0.0,0.0,0.0,0.0,2.0
2024-01-15 20:00:00,20.97,0.0,0.0,0.0,0.0,2.0
2024-01-15 21:00:00,20.12,0.0,0.0,0.0,0.0,2.0
2024-01-15 22:00:00,19.63,0.0,0.0,0.0,0.0,2.0
2024-01-15 23:00:00,20.8,0.0,0.0,0.0,0.0,2.0
2024-01-16 00:00:00,20.76,0.0,0.0,0.0,0.0,2.0
2024-01-16 01:00:00,20.12,0.0,0.0,0.0,0.0,2.0
2024-01-16 02:00:00,19.63,0.0,0.0,0.0,0.0,2.0
2024-01-16 03:00:00,21.09,0.0,0.0,0.0,0.0,2.0
2024-01-16 04:00:00,20.51,0.0,0.0,0.0,0.0,2.0
2024-01-16 05:00:00,20.01,0.0,0.0,0.0,0.0,2.0
2024-01-16 06:00:00,20.99,0.0,0.0,0.0,0.0,2.0
2024-01-16 07:00:00,21.14,0.0,0.0,0.0,0.0,2.0
2024-01-16 08:00:00,20.21,1.0,9.54,8.49,0.0,20.03
2024-01-16 09:00:00,21.37,1.0,10.63,7.29,0.0,19.92
2024-01-16 10:00:00,21.11,1.0,9.77,7.63,0.0,19.4
2024-01-16 11:00:00,20.49,1.0,10.67,8.3,0.0,20.97
2024-01-16 12:00:00,20.8,1.0,10.17,7.28,0.0,19.44
2024-01-16 13:00:00,22.03,1.0,10.17,8.62,5.65,26.44
2024-01-16 14:00:00,21.46,1.0,10.53,7.91,0.0,20.44
2024-01-16 15:00:00,22.35,1.0,9.3,7.75,6.68,25.73
